id,class
dfc3d982-a5fd-4124-b392-4c97c06c7359.csv,Jogging
6e8e08a8-1978-419e-b933-dc617aac0a42.csv,Walking
e1b8d71d-b117-4786-85f9-85e1bec1af14.csv,Jogging
77598a35-f549-4284-bcc6-d4d337b9e821.csv,Jogging
34e49a43-23fc-447f-a829-f87a5de51a30.csv,Walking
96006a3e-884b-44ef-a237-1fd62cefdcdb.csv,Jogging
a7c6ca87-072b-472b-9f3e-87c538ab40c1.csv,Downstairs
953410f7-23f6-4091-9dcb-b67b87c41aed.csv,Downstairs
d063a857-83a8-4a83-b490-22c8d359894b.csv,Standing
6872d38f-f076-45ca-92ac-6a31363b65fe.csv,Downstairs
d0974e7b-db4d-458d-928b-fe8a423a4edb.csv,Downstairs
60bb37da-b088-49a8-81fa-1e544cc67640.csv,Walking
9ef702c2-1b91-4ccc-abfc-2e9760fe0542.csv,Walking
198c96b3-2c45-405a-93f6-94f3ec721cc1.csv,Walking
83a596a4-4ee7-4b31-aa03-77886f70cb20.csv,Walking
4c639f3f-e942-4d4a-8130-2b2bb4ca5eec.csv,Jogging
0568873f-6e00-4b7e-9d43-e06dc8d45d16.csv,Jogging
a1328f5a-3207-4a53-8fd8-459342cd5949.csv,Walking
3fd41944-d5e7-4d69-abfb-f4da94db23ce.csv,Walking
f87d2a4b-6319-497d-897c-b12a45a6b805.csv,Upstairs
9b3a486b-cbfb-4129-bf0b-f9d3cacf0dce.csv,Jogging
3237fab0-e7a2-499b-a6ac-468056d9eb82.csv,Upstairs
509c89e8-a591-4a8c-a65a-24c6a6c0e07b.csv,Jogging
dc14afb3-6965-4bd9-ab5d-93fbf4a3286f.csv,Walking
a5de5f00-2d24-4463-a49e-0e9f0c458f37.csv,Walking
5515ed26-a3fb-427d-991e-e53efd6be463.csv,Walking
28a7692e-6c3a-4c95-8c25-77b587209b9f.csv,Jogging
1f1cd64c-d8b6-4253-81e2-b8c63dc4b21b.csv,Upstairs
e0805633-c76a-4a6d-8734-22723239980a.csv,Jogging
bada8e25-4a25-4497-9781-99684c0773e1.csv,Upstairs
4123a8fa-b789-4785-b843-baa9eb804a3f.csv,Walking
3c4413b4-3fc3-4b47-b4c1-e2028ad760ce.csv,Downstairs
3fc934db-51eb-4c57-b237-c866b088785d.csv,Sitting
6ba6647c-336b-4487-8a43-a9a4f79383a9.csv,Jogging
ef707612-833d-49c9-b616-2b500678d91d.csv,Downstairs
8bc77625-fc06-45d5-b497-d447243e1bb9.csv,Jogging
d16a8170-0809-455f-9515-df11a525aa8d.csv,Jogging
8fe76b79-1e4b-4449-bbfe-3a478eeffc76.csv,Standing
cfd0e7c6-80b9-457c-a051-b8f0925f2e2b.csv,Walking
8bf49067-9219-4056-bba4-2ea0cf60f105.csv,Jogging
3d804c12-f011-4a60-b302-82ee937400c8.csv,Walking
85958185-95f2-451c-8357-8a6cfee51c9b.csv,Walking
c13b8297-7891-47c6-a03b-60600e4c9359.csv,Upstairs
9b2b474b-1cc2-48ce-8c11-281c2d2f227a.csv,Walking
1dd328bb-df07-46be-aca4-75bfa26ee9a8.csv,Jogging
015180f5-89d6-4e06-91a0-bd3800c1738e.csv,Jogging
162c7683-0f36-4a4b-aa5b-eec7c3b156b0.csv,Walking
aba69f8a-6cfd-49b7-ac99-702fb47a6d23.csv,Jogging
1b770829-ccd7-4564-87c3-3a3d93f89de5.csv,Walking
7bae9f43-468f-4b01-9db5-1ff8c289defa.csv,Jogging
2559e2ba-284a-46b9-8e60-10d8e8b6c631.csv,Walking
5ef0d5db-58b0-431a-abbb-6aa6276a598e.csv,Sitting
21ccea94-55c0-4381-a83a-e989c58de449.csv,Walking
68a4647f-0f41-4d71-b23e-372f8b5bb7f2.csv,Upstairs
47ab73b1-c683-429e-8f49-b5f8dc490d07.csv,Walking
4053c2ff-d47d-4a75-bfdf-2fb5110bec2d.csv,Sitting
b7b4375b-884e-48d3-b3ac-02c61d166a75.csv,Downstairs
1e2764cb-4805-47b9-8f67-b9f030c36850.csv,Walking
df8dcaaf-3e9e-414e-8182-5d1eb24f1688.csv,Jogging
a6c6870b-335a-4aae-93f2-846f4ebd7964.csv,Standing
4729ec54-5a82-4eac-a36a-fea1437bf877.csv,Walking
c9b9a38c-46d0-47b8-bbba-a50a90582adb.csv,Jogging
955c811a-1caa-4f5a-8bd4-6fbcb1077eb8.csv,Sitting
96e02c42-ee0a-49f1-9dcd-513a4bd18a11.csv,Jogging
f5209635-c983-47fa-8a9e-9949fa586e3a.csv,Downstairs
4381fb37-59e1-48c6-86da-091f2abf1a76.csv,Walking
7d506f49-3b86-42dd-b4a0-3c1c31a110ab.csv,Jogging
c08507e2-b9ea-43b6-a799-f4267ddca69e.csv,Upstairs
2636efed-4af9-4198-bb9d-fdb5c36f356c.csv,Jogging
a55f1954-f0f2-4221-a4eb-e8ccc5f3ee68.csv,Downstairs
7ac8790f-628c-4804-a27e-2dd6ebea754d.csv,Downstairs
c7bd9731-1a3c-4900-a8c8-343298975de5.csv,Standing
342318b5-4d48-400a-9943-3b9f1acd7740.csv,Jogging
6a867e6a-9d83-4433-9dd2-f85f14279c26.csv,Jogging
3de12b48-8e2f-440d-b4bb-4a18c9ebad00.csv,Upstairs
18d899d7-6c42-4d63-8e2b-49e51ab3e325.csv,Jogging
cf1531f7-dc26-45ef-a935-cac960b700ff.csv,Downstairs
ded30a1d-a386-4b65-9304-cf8a60dc053f.csv,Upstairs
476f639e-d45a-4618-9814-39ea1ba70d71.csv,Walking
f6835ad6-204b-4367-9a88-63dfcc0ec8b5.csv,Walking
7f5592b1-fa78-46d6-90dd-62996694a8bb.csv,Walking
0402c0de-fbac-44c0-a5de-6297268d67d6.csv,Walking
3fa9d3fe-52ef-44d3-8ac4-0b2fd27ef9b6.csv,Downstairs
1ddc00b9-f91d-468f-bbdb-8310196aaa79.csv,Jogging
89f84d16-5a13-41a4-8459-927ecdbcc200.csv,Jogging
2e590748-31da-4d63-864b-eb179a5c0e70.csv,Jogging
7435f5c3-f3c8-47d9-8ea6-3be89f16e092.csv,Walking
27645b23-901c-41b2-9705-315ae0751d1c.csv,Upstairs
9a9c994b-5537-48a3-bd5b-aaa1a341e923.csv,Walking
08e0de4e-99c0-4a30-a254-569ce46a909c.csv,Downstairs
70c3c1b0-f7e7-4881-9a88-e2e516fecfca.csv,Walking
4050e328-6454-41f7-ba05-0c4fe4edff19.csv,Jogging
442cebf1-ec1a-4054-bf15-74892a80491f.csv,Upstairs
dbf7e47f-045b-4ef6-bec1-3910b0bde752.csv,Upstairs
50c95b83-7dd8-4f14-ae29-979412882481.csv,Jogging
eaa0b791-8739-49e4-a4be-50040f35efef.csv,Upstairs
0f36ff1c-70fa-486a-9f03-74ed1695b1ad.csv,Walking
ebd70c1c-7148-4c3e-944b-2327b3790824.csv,Sitting
e744fa1d-b400-4a93-b729-1a14a3151d39.csv,Upstairs
df732de9-e7ab-4b4a-918d-f3936602553c.csv,Walking
3e43ffdd-fd39-47ca-939f-e5b24e56e1b7.csv,Walking
0861488e-16f5-4b45-8637-3a35e3a2fd3e.csv,Walking
0710b140-382f-4874-9715-6e54d6ff7bf0.csv,Upstairs
2bd229b8-2943-4b64-bdd7-e3e989b59e43.csv,Downstairs
80e8d3df-d1be-46ec-93e4-d9bd5531b468.csv,Upstairs
0673dd0b-c9e2-430b-8ba9-f986b92002a3.csv,Walking
afa94141-ce29-412d-9722-5939b42f7d49.csv,Walking
0301b246-686a-441f-800f-5ff474fd60ab.csv,Upstairs
d87fbf68-3e53-4da9-b794-432fb6a6ab7c.csv,Walking
bba56382-dabe-4ceb-abab-9c283ccfc9d2.csv,Walking
646ca46a-c335-4917-ac31-d42a48c617d7.csv,Jogging
485d120c-7fca-4eb0-90ae-6cd45d851f81.csv,Upstairs
ccbefcf7-ac92-469e-8bb2-0d7b0630e870.csv,Walking
cff20729-d293-45e8-87e6-2a239438b67b.csv,Upstairs
cb0b4476-9761-4722-a09e-ce24cc42fa32.csv,Walking
5af972b4-d36c-4e74-a245-d0b870657f23.csv,Jogging
87e3e4f8-26a3-483d-b2a0-171e307a0206.csv,Downstairs
c88cbb57-4eb9-4c9d-b6de-f9325bcdf862.csv,Walking
e1d3aaf8-08c9-49f6-9882-3fae44a71a00.csv,Walking
42103c24-7579-4615-8eb1-65c819a55101.csv,Walking
fed2f223-196d-4b5d-b5ae-55e537611b41.csv,Jogging
6d9b9757-a175-4bb2-9e10-4d91ff6f962c.csv,Jogging
65573d5d-aedc-4d6c-8160-281124ee193a.csv,Walking
400c9b2e-b3c1-4b87-b395-f5996f0d6f01.csv,Upstairs
42a514dd-85e9-4044-89ab-98f884d2f2b6.csv,Sitting
c5fa0d04-7ffd-4903-8b8d-78d069ae76dd.csv,Jogging
02d246ba-050b-42c0-af6e-9bd4ad1b233b.csv,Walking
6b84c432-ec0c-4a74-9ab5-022d3f84e3d6.csv,Downstairs
48de010d-c25b-45e3-8bf7-94b0075f408f.csv,Upstairs
40bc32fb-bda5-4b6b-88d1-f362841d23c0.csv,Walking
35bb9e9c-3a4d-4578-b6ed-aff8c9c538cd.csv,Upstairs
04b1546a-7337-49a8-bbf8-e4237a21e76a.csv,Walking
9a5067af-4644-4cca-89ba-d65a2e1c19eb.csv,Jogging
edb347fa-2bfa-4267-9aa6-789866ee29d2.csv,Jogging
2c70824f-2c7f-4c05-9827-4c8778ca0d38.csv,Jogging
ee6be0cc-8dfc-47a2-98e5-0905eb363fdb.csv,Downstairs
9699b282-3ad6-4b7d-a4ce-d76f371a28dc.csv,Standing
81cbf1e6-6bc8-4e54-b63d-0d2313593ccb.csv,Jogging
2be8bbc0-00e9-43d8-a34c-f7f6ce05f926.csv,Downstairs
54a4cc03-21c1-469b-b7de-b5ceb50c24ee.csv,Jogging
024047f3-03c6-4685-979d-e28428c294bc.csv,Jogging
0975c55c-dccf-40e3-afef-cd42a3cb8e94.csv,Sitting
a85c3778-beb4-4413-b170-3f5d061d88c5.csv,Jogging
d7ee527c-ab14-4810-be1a-18b641127201.csv,Standing
d5d58b3e-3ca7-4153-9a00-1e8e9925e0bf.csv,Walking
b00bc775-9e8c-4aa3-93d5-6b2d2290fccb.csv,Walking
a6b9f822-fb2a-46ca-8e0c-c4deb7f959cf.csv,Jogging
9245532d-03d9-410f-bd1a-031e1dc82a80.csv,Walking
eeb63990-782e-46f9-b1c2-cb42c77350f9.csv,Sitting
96528fe8-db54-404b-91f1-4d31c1cbee0c.csv,Jogging
3466cd48-716a-4ce2-87da-b26a6acd7266.csv,Jogging
2597d4f1-19b9-4c6d-941e-b80e9f9a0b1d.csv,Upstairs
555000de-4418-430d-bd12-909d186597bf.csv,Walking
78006a7e-6ff9-4b8b-a0ac-521609a542b3.csv,Jogging
f1b09232-2320-476f-876f-f5c997df4628.csv,Walking
d48b6d49-78ec-4689-86ce-06ee6caa4b29.csv,Upstairs
c6b76a4e-b187-44e8-88e4-68ff97e82952.csv,Jogging
776b8fcf-1a0a-4bbc-91db-da13ae765e77.csv,Jogging
11e006eb-11e8-4fdb-a763-b460dc80b2f3.csv,Jogging
745453e8-5d1f-4759-ace9-a128f30be2e1.csv,Walking
9b528f57-76d9-4378-a726-12300b40910b.csv,Downstairs
c6780a6b-3ea8-450a-96be-7a3670fb7756.csv,Sitting
f2ac67aa-6815-49cd-b2a7-db0912a9339b.csv,Walking
dc5846aa-f971-498e-a27a-cbe4e66cd0ab.csv,Walking
24f9d2a3-e40f-4ea7-9de6-e0413bc635fc.csv,Jogging
fae34bc2-3b02-4b39-b056-14468aab9526.csv,Walking
75abd0f5-87f9-47af-b46c-deca04774f7d.csv,Sitting
62f95999-8768-4e63-a306-705776ad7aef.csv,Jogging
2340671b-f1d4-4ed1-af65-55773d85a683.csv,Walking
9f2a3e43-977a-45ea-92af-2f4bacf4b66b.csv,Jogging
b4d6396d-c5ab-4576-8708-d2688c598a4f.csv,Jogging
c55c78a0-44bc-4009-a344-d7945da71225.csv,Downstairs
872f46b9-4b20-4289-a5a3-92f500580d78.csv,Jogging
e94fe692-7348-4d42-a422-33392caa48e7.csv,Jogging
6a3ea3de-d99d-4c08-b796-5efb05f489b2.csv,Jogging
d93d9da5-42cb-4fd9-a404-63da46df89da.csv,Walking
ad366034-1995-41ea-977c-3e1bc3326b29.csv,Standing
88a8f069-0c35-48e8-9976-8870244bc032.csv,Walking
9f454e7b-98d0-49c0-976d-ffbea8781a21.csv,Upstairs
b3322697-3e1d-4817-b4bb-c01b3b64fedc.csv,Jogging
d64c9956-a9a0-46bf-8e3d-3b0b35d687b4.csv,Jogging
05dff739-877b-4391-bdd0-0af9e794bd00.csv,Jogging
d739d4af-3544-4977-9847-b2433fd09a01.csv,Walking
1dbcb86f-da7a-4fab-ba3f-a37d9071f855.csv,Jogging
6dfcb480-32aa-4494-b473-ec89d6130353.csv,Walking
202997f0-6827-4e11-85f3-8169da7287e9.csv,Jogging
da17751b-7a9d-4e4b-8990-f9ae0983bdf8.csv,Upstairs
445be8d9-f37c-4e5b-be9f-855804c3f839.csv,Jogging
7d461624-bb6b-4919-b08a-a347ab476bde.csv,Walking
6775e526-7a77-48d4-b652-1bed46783f1b.csv,Walking
7bbf8e8d-5e2c-40a3-a4de-de6e28c341db.csv,Walking
8112b5e4-20e0-4173-8304-07a2e7cfc9dc.csv,Jogging
b0f80bab-b433-4548-8df3-e61706972370.csv,Walking
12c4db72-54b5-49b1-a620-3a186c091e08.csv,Jogging
8bab1df2-040a-4565-b651-24ddb384eab1.csv,Walking
44fcdd17-cb14-4f9b-80b8-f9b48f88758f.csv,Sitting
96983b3f-d7a3-4714-987e-08384bf32bf6.csv,Downstairs
8104f115-c114-4d34-9091-bd9fbe844f3d.csv,Jogging
8a119858-0854-41da-9b04-c259791386ee.csv,Walking
9b07bb91-f787-4360-a4e4-d5d0261fa453.csv,Walking
e787069a-d81e-4593-a7a2-f2165b9fffcd.csv,Downstairs
c091f2b5-fd35-4adf-974e-978c1b7a7f7d.csv,Jogging
c46a6f73-faba-4a10-9bc4-712eef771576.csv,Downstairs
90045964-f503-44dd-b856-c4dce3f3118a.csv,Standing
fa6a5548-6270-40dd-9a69-737ab7ab7366.csv,Walking
1c648585-d671-41d1-9320-309c2053b3b7.csv,Jogging
b9896ec0-500b-49ac-a0e4-e7d8fd1f8606.csv,Walking
244534ec-539b-41ad-acb3-d24b185c61d7.csv,Walking
a45991a3-f33f-4651-9fe8-3092f9364972.csv,Upstairs
079f446f-8025-4897-a4e2-6dca385d13be.csv,Jogging
796b7a29-3a7d-4d93-ac20-07cd4c696452.csv,Upstairs
670b81b1-b5c5-41d7-a3f4-418cbe9ccb2a.csv,Jogging
400bdfc8-36c5-4263-b48d-eef0623a0ed9.csv,Downstairs
9fd9c2db-f6af-481d-9ab8-49db11a6b01a.csv,Jogging
5fbce4b1-5520-4818-a8f5-2b0ac9c4cc7d.csv,Jogging
5a4a8802-477d-4e9b-8ddb-10d1f4deeeda.csv,Standing
5a5f2a96-8d06-4cd3-a414-6e0a23db1565.csv,Jogging
b6d36302-7007-4d6c-b9ad-4cba436fda43.csv,Walking
0d100f8c-637b-46e5-af62-922c21754d4b.csv,Walking
496d8114-0000-4789-ad6c-512b1818a572.csv,Walking
b84710e7-bf14-4f12-ba4d-e99cb0c04160.csv,Standing
c22cc389-100b-476a-b344-67f3a3e84d59.csv,Jogging
e4c9f4f7-1270-4793-b8f2-3930d0bea892.csv,Upstairs
3d418e7c-97ba-4b73-abbb-37abf05086dc.csv,Downstairs
beb06465-91c8-4c0f-931f-7295b5806472.csv,Downstairs
ec26ed2d-fd1f-4f0a-b785-a02085b5a3c9.csv,Downstairs
7640151b-2b2e-40b9-b146-fffda414f61a.csv,Walking
2253b95b-99cd-47c4-9fc2-44150579ed18.csv,Upstairs
a4712514-8c40-412d-b479-446e66c79131.csv,Jogging
5b12b359-936d-46cb-bd06-7d28d9423880.csv,Walking
763302fd-2303-46c3-b237-2e68cf884cad.csv,Walking
e2f038e1-6c15-4ad4-89db-c86923c7dfcb.csv,Downstairs
e767a876-40c3-4c80-99a2-52e4d4c525b5.csv,Walking
82095212-748e-47bc-9a89-57f76afb88aa.csv,Upstairs
c3eeca3f-96f2-4b63-bab1-adaa1cec1424.csv,Jogging
1fc3d313-b914-48b9-b069-0ae76c75a07d.csv,Upstairs
df8e07fc-e0dd-4102-aa9b-88f662eba3af.csv,Walking
bf268bf2-4a7f-4ac5-89f0-15a2a09e0d90.csv,Walking
601ab94e-0197-4529-a9ac-fb27b1b7f479.csv,Jogging
3274a321-8350-4eaf-9034-b9f07206d8ba.csv,Walking
7182f9b0-9b1b-4805-9906-f6b80c05730b.csv,Walking
664ff4b0-1c27-4ca5-8220-e50b2e0cc615.csv,Jogging
24627dcb-142d-43f9-9d4a-98f09578b007.csv,Walking
edbcdc16-3a26-45c1-a263-93573ebe1d06.csv,Walking
c639e11a-0aff-42f3-899e-051ad072c150.csv,Walking
2513c5ae-a1d9-4a84-aab4-3a364a39ecb2.csv,Standing
d6817cf0-137b-48e4-b402-565e452e36a3.csv,Jogging
f282cc9a-59dc-42b2-bd67-5a03486d4945.csv,Jogging
2db58a45-4aef-42f9-a511-a5e85b0faba8.csv,Upstairs
beb7d156-9840-476c-b338-b26c30d4f06c.csv,Walking
56a53519-cee6-4d6a-a2fb-591b7016e04c.csv,Jogging
f91724b3-d3a9-4e5b-957a-e3efc124c7a3.csv,Walking
c629ba1a-e52b-4b39-a5fc-261ff8dc4346.csv,Jogging
0b60ac74-f397-4f6d-9e93-e6d52b433ff1.csv,Standing
ab4a6916-bd4f-4297-8547-5ca8b1b371ca.csv,Upstairs
6a448794-fd9a-4e7c-b0e2-856b1ba27662.csv,Jogging
abff9e85-b432-4f8d-832e-ba00db3350dd.csv,Jogging
1c82e4eb-09f8-4852-9c2f-abbab906789f.csv,Walking
edacf1b1-6b79-4447-925b-5f7c65fdecfd.csv,Standing
67392cd4-c78e-4c4c-8ec1-b7509a0e22a5.csv,Walking
238b35b6-8693-4b59-bf75-3f2539f13f3a.csv,Upstairs
1f612998-ab5e-40e9-a4d4-f940001dd7cd.csv,Walking
00975e94-b081-4c14-962f-026acc55d9f3.csv,Walking
ab18f185-f81a-4781-9b04-0c4b115c50fe.csv,Jogging
d5fcf08a-9292-4804-a1fb-887719a4b81e.csv,Jogging
fe7c2cc3-606f-461d-8667-fbb5ceb1ecfb.csv,Walking
f70f30d8-2119-4f36-a068-f70604e94a00.csv,Sitting
2b6985f3-318f-46c7-8928-f5ebacb3d215.csv,Jogging
a34549aa-eb4e-4c7a-8aa0-b7b60117de7e.csv,Walking
b9fd24a8-f70e-49ae-89ff-b448bd3759e1.csv,Walking
745d6f37-c761-4c79-ba16-d59390e88f1b.csv,Jogging
c30344f3-10b4-4854-b030-521a951f9f87.csv,Sitting
f132b537-3694-4f07-b318-73ef1778d117.csv,Jogging
fc28ba02-fc39-4e7d-a693-ce48f7dbf307.csv,Upstairs
acf51afd-917d-472b-98aa-3a718409e3a1.csv,Downstairs
17269a5e-e06d-43c0-b9a1-c147957072c8.csv,Walking
24c4699c-565a-4418-ab4b-19a1d5492d88.csv,Walking
90a16269-b8df-4884-8924-a7210899d61c.csv,Jogging
b1a9bad1-47ba-4e2f-8a12-126a34ce519e.csv,Jogging
ac05be39-4660-4ffd-9ad2-6ce602851e51.csv,Jogging
f577b06f-2eba-4665-8759-33683a84b908.csv,Jogging
a1b36a85-1092-43ed-bf5f-ee8741a6b6f4.csv,Walking
5e5d9236-63fa-4eda-b5a5-b4fde0e6b8b7.csv,Downstairs
eb2f90e7-38c6-4608-8126-81671592c02c.csv,Jogging
f5f5f4e0-95c7-4b75-a39d-00ab284a4958.csv,Standing
5274ed53-fa4a-4b55-9e25-ced646b1c651.csv,Jogging
64d437a2-9ba7-4057-930b-7387488656df.csv,Jogging
03c56120-a639-4148-b96e-69365cbbd790.csv,Upstairs
18b90b7b-b34b-422e-b074-5a8d32a3aba2.csv,Downstairs
fe5585cd-51d2-415a-a87a-58a6c9269629.csv,Upstairs
2ca2acaf-8788-4184-a7c6-3fe130999127.csv,Walking
49f47b1c-76c3-4862-ab97-4c45c80a4caf.csv,Jogging
102a9e61-44a4-4482-9218-43c770ebe314.csv,Walking
d7ac0c19-c2ac-4081-8981-f5cc5d187404.csv,Jogging
005af30b-08f6-4695-9509-41a9f2722c2e.csv,Standing
952b9560-0f7b-402b-8855-a65ba723def2.csv,Jogging
aea841d4-7d98-47da-89ae-0fa01e538d70.csv,Upstairs
c22c73f7-8fa3-4859-ba26-cfccfb30234e.csv,Jogging
84ff3a0e-cb5f-4a08-8694-82ba8f3ab02e.csv,Downstairs
367db30d-6c8d-4d2a-bea1-ccaeb073a960.csv,Jogging
3cb8064a-19db-49aa-8d80-75c4acb31cbc.csv,Upstairs
0adb7897-4447-4387-8aa8-95aac6d2afdf.csv,Jogging
703c93cb-6858-4462-af0a-e378abd41453.csv,Walking
